»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2015/4/5,¡º,97,279,58,131,40,25,0.74,59
2015/4/6,”≈,46,120,19,45,44,12,0.33,79
2015/4/7,¡º,58,235,30,58,62,25,0.58,68
2015/4/8,«·∂»Œ€»æ,123,341,84,152,75,37,1.04,63
2015/4/9,¡º,60,161,22,64,57,22,0.48,82
2015/4/10,«·∂»Œ€»æ,116,325,36,155,49,24,0.6,69
2015/4/11,«·∂»Œ€»æ,116,321,34,176,42,16,0.44,79
2015/4/12,¡º,75,226,21,97,28,12,0.34,80
2015/4/13,”≈,50,37,23,48,34,25,0.47,77
2015/4/14,¡º,88,258,56,117,87,44,1.15,59
2015/4/15,÷ÿ∂»Œ€»æ,213,357,68,328,56,34,0.81,61
2015/4/16,¡º,97,201,29,141,44,18,0.36,78
2015/4/17,«·∂»Œ€»æ,113,258,42,174,82,24,0.68,79
2015/4/18,¡º,84,194,20,104,48,9,0.22,99
2015/4/19,¡º,60,167,24,70,83,22,0.58,80
2015/4/20,¡º,64,208,28,69,73,26,0.7,72
2015/4/21,¡º,61,157,19,66,41,19,0.48,81
2015/4/22,¡º,71,203,28,88,50,31,0.61,71
2015/4/23,¡º,76,184,28,90,77,24,0.62,91
2015/4/24,¡º,81,204,32,106,129,34,0.92,79
2015/4/25,¡º,76,158,27,89,75,20,0.66,97
2015/4/26,¡º,82,172,30,109,70,18,0.5,91
2015/4/27,«·∂»Œ€»æ,104,301,42,156,87,25,0.62,85
2015/4/28,¡º,67,150,23,79,64,15,0.43,88
2015/4/29,¡º,75,185,31,84,94,16,0.59,101
2015/4/30,÷ÿ∂»Œ€»æ,242,361,101,431,59,10,0.34,83
2015/5/1,¡º,78,216,36,95,60,16,0.53,78
2015/5/2,¡º,73,276,25,92,66,18,0.56,84
2015/5/3,«·∂»Œ€»æ,141,354,35,219,66,11,0.37,79
2015/5/4,¡º,69,199,27,86,47,14,0.38,89
2015/5/5,«·∂»Œ€»æ,101,305,37,150,93,25,0.56,68
2015/5/6,¡º,98,265,32,145,44,15,0.37,74
2015/5/7,«·∂»Œ€»æ,110,306,51,168,77,29,0.68,66
2015/5/8,¡º,82,283,31,111,70,21,0.43,88
2015/5/9,«·∂»Œ€»æ,112,342,40,164,79,19,0.33,91
2015/5/10,—œ÷ÿŒ€»æ,259,363,71,419,59,6,0.16,93
2015/5/11,”≈,47,105,14,43,56,12,0.25,80
2015/5/12,¡º,61,173,23,68,70,28,0.55,71
2015/5/13,¡º,78,225,33,103,86,28,0.58,66
2015/5/14,«·∂»Œ€»æ,132,352,44,210,91,12,0.41,77
2015/5/15,¡º,85,286,35,117,137,23,0.61,85
