日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2015/7/21,良,71,255,48,74,18,7,0.84,72
2015/7/22,良,58,193,37,59,28,11,0.9,37
2015/7/23,优,25,18,12,20,7,9,0.68,29
2015/7/24,优,37,86,23,33,7,8,0.77,30
2015/7/25,优,29,21,16,25,7,7,0.73,42
2015/7/26,良,51,135,33,51,11,13,0.83,43
2015/7/27,优,48,120,30,42,13,11,0.84,38
2015/7/28,优,16,2,4,11,6,7,0.71,25
2015/7/29,优,20,11,8,16,5,6,0.72,32
2015/7/30,优,20,11,10,18,6,8,0.73,25
2015/7/31,优,18,5,8,15,5,7,0.73,19
2015/8/1,优,18,3,7,17,5,8,0.75,18
2015/8/2,优,23,18,11,22,7,10,0.83,14
2015/8/3,优,28,31,15,27,7,11,0.84,15
2015/8/4,优,28,29,15,26,7,11,0.86,11
2015/8/5,优,44,88,24,44,10,14,0.99,16
2015/8/6,优,50,134,25,53,8,13,0.97,23
2015/8/7,良,59,204,35,62,10,16,0.99,39
2015/8/8,优,50,184,31,48,9,11,0.9,38
2015/8/9,优,42,146,25,42,7,10,0.88,35
2015/8/10,优,48,195,31,46,9,12,0.92,39
2015/8/11,良,60,253,41,63,11,15,1.02,44
2015/8/12,良,86,314,63,85,18,19,1.14,43
2015/8/13,良,85,272,60,81,13,17,1.2,28
2015/8/14,良,60,184,40,61,12,12,1.1,38
2015/8/15,良,54,172,30,54,15,12,1.04,37
2015/8/16,优,46,116,26,39,10,8,1.02,39
2015/8/17,良,54,147,36,51,11,12,1.11,27
2015/8/18,优,47,115,27,47,9,12,1.17,21
2015/8/19,优,27,12,13,23,14,8,1.09,25
2015/8/20,优,33,25,13,31,6,9,1.13,32
2015/8/21,优,43,70,23,43,5,10,0.78,30
2015/8/22,优,47,100,32,44,6,11,0.57,36
2015/8/23,良,58,167,39,51,7,13,0.39,42
2015/8/24,良,79,301,57,83,8,18,0.55,40
2015/8/25,良,80,302,58,77,6,13,0.55,44
2015/8/26,良,73,220,53,52,7,4,0.47,49
2015/8/27,良,81,270,59,59,5,6,0.54,52
2015/8/28,良,71,218,50,65,10,9,0.51,29
2015/8/29,优,18,1,6,12,5,3,0.31,29
2015/8/30,优,39,73,24,36,6,6,0.36,45
2015/8/31,良,51,150,33,49,6,10,0.41,38
2015/9/1,良,53,171,32,53,7,10,0.42,32
2015/9/2,良,56,206,38,56,9,10,0.46,33
2015/9/3,优,31,52,14,28,7,5,0.4,37
2015/9/4,优,31,40,16,29,5,6,0.37,28
2015/9/5,优,48,184,24,49,10,9,0.43,28
2015/9/6,良,62,277,35,71,13,12,0.47,54
2015/9/7,优,34,36,13,33,10,7,0.88,34
2015/9/8,优,37,53,24,33,11,11,0.74,17
2015/9/9,优,39,76,22,38,8,8,0.44,27
2015/9/10,良,55,198,34,56,10,9,0.5,37
2015/9/11,良,65,262,40,72,14,9,0.55,47
2015/9/12,优,35,67,17,37,8,9,0.48,31
2015/9/13,优,48,107,25,49,16,9,0.44,39
2015/9/14,良,79,316,55,69,16,6,0.57,39
2015/9/15,良,77,271,51,83,14,5,0.62,49
2015/9/16,良,76,260,55,90,18,6,0.64,51
2015/9/17,良,67,191,47,62,14,5,0.64,50
2015/9/18,优,45,70,25,45,10,9,0.62,26
2015/9/19,优,49,119,20,50,17,13,0.64,11
2015/9/20,优,32,33,11,30,8,12,0.82,28
2015/9/21,优,37,65,14,36,11,12,0.74,28
2015/9/22,良,52,144,34,51,13,15,0.8,28
2015/9/23,优,46,120,30,45,10,14,0.68,30
2015/9/24,良,51,176,31,52,9,13,0.48,30
2015/9/25,良,54,197,31,60,13,15,0.57,26
2015/9/26,良,51,152,27,52,11,15,0.63,25
2015/9/27,优,36,54,19,35,8,8,0.56,39
2015/9/28,良,59,207,41,57,12,13,0.6,49
2015/9/29,良,65,263,45,67,10,15,0.62,49
2015/9/30,良,70,273,50,75,12,16,0.63,53
2015/10/1,良,73,269,47,70,17,11,0.71,57
2015/10/2,优,39,44,22,34,7,8,0.67,50
2015/10/3,良,74,207,53,72,18,14,0.79,53
2015/10/4,良,60,161,42,58,6,11,0.74,37
2015/10/5,优,34,56,12,23,7,7,0.71,53
2015/10/6,优,45,103,25,39,14,11,0.8,49
2015/10/7,优,40,87,21,40,11,13,0.85,30
2015/10/8,优,40,96,23,37,8,11,0.63,27
2015/10/9,优,32,36,18,28,8,8,0.42,58
2015/10/10,优,35,76,13,18,7,8,0.4,57
2015/10/11,优,43,119,27,47,9,11,0.47,36
2015/10/12,良,54,127,33,58,12,12,0.45,39
2015/10/13,优,44,39,25,43,9,12,0.43,49
2015/10/14,良,56,50,35,61,13,17,0.59,46
2015/10/15,优,49,32,28,49,11,15,0.59,40
2015/10/16,良,75,109,52,80,14,19,0.71,51
2015/10/17,良,83,149,58,94,14,21,0.74,55
2015/10/18,良,86,231,61,104,23,24,0.83,59
2015/10/19,良,76,155,52,76,12,18,0.81,51
2015/10/20,良,97,236,72,110,20,20,0.89,58
2015/10/21,良,99,254,74,112,13,23,0.86,57
2015/10/22,轻度污染,106,272,79,130,20,26,0.51,57
2015/10/23,轻度污染,110,270,82,121,17,30,0.59,49
2015/10/24,良,99,261,74,105,18,24,0.53,58
2015/10/25,良,97,275,71,113,23,23,0.57,48
2015/10/26,良,95,284,69,110,19,19,0.55,56
2015/10/27,良,82,322,58,103,17,18,0.56,45
2015/10/28,良,94,306,67,103,18,16,0.57,30
2015/10/29,良,70,243,45,81,21,23,0.59,35
2015/10/30,良,60,210,40,58,19,16,0.54,21
2015/10/31,优,21,5,12,18,6,8,0.48,16
2015/11/1,优,46,121,32,34,9,10,0.57,24
2015/11/2,良,55,104,36,52,10,14,0.59,30
2015/11/3,良,59,77,42,48,10,15,0.58,25
2015/11/4,良,95,212,70,82,26,24,0.8,13
2015/11/5,良,95,247,70,83,12,18,0.66,30
2015/11/6,良,70,259,50,61,10,16,0.76,23
2015/11/7,优,42,118,28,36,9,9,0.54,31
2015/11/8,优,40,70,26,33,14,13,0.54,22
2015/11/9,优,36,38,22,31,15,12,0.56,20
2015/11/10,优,19,1,10,17,6,8,0.59,26
2015/11/11,优,33,31,21,29,10,13,0.77,17
2015/11/12,优,12,1,5,10,15,12,0.83,15
2015/11/13,优,19,11,10,18,15,11,0.76,24
2015/11/14,优,20,4,11,17,7,8,0.63,31
2015/11/15,良,62,148,43,63,16,17,0.9,25
2015/11/16,良,79,252,57,69,19,20,1.19,16
2015/11/17,良,60,181,41,56,14,15,0.95,15
2015/11/18,优,50,169,31,50,9,19,0.73,18
2015/11/19,良,54,150,38,44,13,12,0.74,20
2015/11/20,优,36,30,21,30,11,13,0.64,31
2015/11/21,优,24,5,12,22,8,9,0.55,36
2015/11/22,良,58,255,40,52,17,18,0.81,29
2015/11/23,良,68,312,47,59,20,16,0.88,31
2015/11/24,良,60,292,42,54,19,17,0.73,39
2015/11/25,优,20,10,8,15,15,14,0.82,15
2015/11/26,优,35,49,20,30,18,16,0.87,29
2015/11/27,优,32,12,18,30,10,13,0.64,33
2015/11/28,良,59,93,41,50,9,13,0.66,33
2015/11/29,良,53,62,34,46,15,15,0.84,21
2015/11/30,优,40,27,20,38,10,15,0.74,26
2015/12/1,良,78,167,56,64,22,21,0.73,25
2015/12/2,良,71,170,49,65,18,20,0.8,9
2015/12/3,优,43,93,23,43,13,15,0.63,19
2015/12/4,优,34,49,22,30,10,14,0.75,13
2015/12/5,优,32,40,22,23,12,14,0.84,15
2015/12/6,良,56,146,37,47,27,18,0.84,22
2015/12/7,良,66,144,47,56,12,26,0.79,16
2015/12/8,良,54,91,38,48,23,20,0.52,14
2015/12/9,优,39,53,26,35,12,17,0.51,13
2015/12/10,优,46,76,28,44,13,16,0.58,15
2015/12/11,优,48,93,32,45,9,15,0.55,14
2015/12/12,优,39,38,24,37,9,14,0.7,9
2015/12/13,良,52,104,35,52,24,22,0.78,5
2015/12/14,优,35,35,21,33,9,21,0.88,21
2015/12/15,优,35,36,20,33,10,15,0.79,20
2015/12/16,优,36,57,21,33,6,10,0.56,23
2015/12/17,优,31,15,19,28,6,13,0.51,31
2015/12/18,良,51,67,31,50,14,22,0.55,29
2015/12/19,优,50,55,33,48,12,19,0.54,34
2015/12/20,良,73,97,53,75,13,21,0.65,29
2015/12/21,轻度污染,102,157,76,103,23,29,0.82,29
2015/12/22,轻度污染,122,183,92,99,16,31,1.09,23
2015/12/23,轻度污染,111,151,83,99,20,28,1.05,16
2015/12/24,良,55,91,36,49,6,17,0.83,13
2015/12/25,良,70,134,50,60,9,19,0.85,25
2015/12/26,良,66,124,47,53,11,18,0.86,18
2015/12/27,良,69,161,49,66,14,20,0.95,18
2015/12/28,良,90,193,67,80,29,25,1,24
2015/12/29,良,52,55,35,43,11,18,0.81,29
2015/12/30,优,49,52,33,29,9,19,0.79,18
2015/12/31,良,77,111,56,61,12,19,0.88,12
2016/1/1,良,63,55,42,71,15,18,0.85,17
2016/1/2,良,86,99,63,103,25,25,1.05,15
2016/1/3,良,76,86,53,88,12,24,1.04,20
2016/1/4,良,94,168,69,111,17,27,1.18,21
2016/1/5,良,85,235,59,101,16,25,1.16,19
